File Exported by Q - (c) 2009 Affectiva Inc.,,,,
File Version: 1.01,,,,
Firmware Version: 1.81,,,,
UUID: AQL1113206T,,,,
Sampling Rate: 16,,,,
Start Time: 2020-02-27 13:46:20 Offset:-05,,,,
Z-axis,Y-axis,X-axis,Temperature Celsius,EDA(uS)
-0.54,-0.81,0.56,31.8,0.896
-0.55,-0.81,0.55,31.8,0.902
-0.55,-0.81,0.54,31.8,0.902
-0.55,-0.83,0.55,31.8,0.902
-0.54,-0.81,0.54,31.8,0.902
-0.54,-0.81,0.54,31.8,0.902
-0.54,-0.83,0.55,31.8,0.902
-0.53,-0.83,0.53,31.8,0.902
-0.53,-0.82,0.54,31.8,0.902
-0.53,-0.82,0.55,31.8,0.902
-0.55,-0.81,0.55,31.8,0.902
-0.54,-0.83,0.55,31.8,0.902
-0.53,-0.82,0.53,31.8,0.902
-0.54,-0.82,0.56,31.8,0.902
-0.54,-0.82,0.54,31.8,0.902
-0.54,-0.83,0.54,31.8,0.902
-0.54,-0.83,0.54,31.8,0.902
-0.54,-0.82,0.55,31.8,0.907
-0.53,-0.82,0.55,31.8,0.902
-0.54,-0.82,0.54,31.8,0.902
-0.54,-0.82,0.54,31.8,0.902
-0.54,-0.83,0.55,31.8,0.902
-0.54,-0.81,0.54,31.8,0.902
-0.54,-0.83,0.55,31.8,0.902
-0.54,-0.82,0.53,31.8,0.902
-0.52,-0.83,0.55,31.8,0.902
-0.53,-0.83,0.52,31.8,0.902
-0.53,-0.83,0.55,31.8,0.902
-0.53,-0.81,0.54,31.8,0.902
-0.53,-0.82,0.53,31.8,0.893
-0.54,-0.87,0.52,31.8,0.887
-0.53,-0.83,0.52,31.8,0.884
-0.53,-0.83,0.5,31.8,0.873
-0.5,-0.88,0.5,31.8,0.856
-0.5,-0.88,0.47,31.8,0.843
-0.5,-0.86,0.45,31.8,0.823
-0.5,-0.88,0.41,31.8,0.799
-0.5,-0.89,0.44,31.8,0.775
-0.47,-0.85,0.4,31.8,0.767
-0.45,-0.97,0.41,31.8,0.754
-0.45,-0.9,0.35,31.8,0.754
-0.45,-0.93,0.39,31.8,0.759
-0.44,-0.91,0.35,31.8,0.762
-0.47,-0.91,0.31,31.8,0.762
-0.46,-0.93,0.32,31.8,0.754
-0.44,-0.95,0.33,31.8,0.747
-0.46,-0.93,0.31,31.8,0.747
-0.44,-0.93,0.29,31.8,0.744
-0.44,-0.94,0.29,31.8,0.739
-0.45,-0.93,0.31,31.8,0.731
-0.45,-0.92,0.31,31.8,0.731
-0.43,-0.92,0.32,31.8,0.731
-0.46,-0.94,0.31,31.8,0.731
-0.45,-0.94,0.32,31.8,0.729
-0.43,-0.94,0.32,31.8,0.713
-0.43,-0.93,0.3,31.8,0.713
-0.45,-0.95,0.31,31.8,0.713
-0.44,-0.93,0.31,31.8,0.713
-0.44,-0.94,0.3,31.8,0.713
-0.44,-0.92,0.29,31.8,0.707
-0.43,-0.94,0.32,31.8,0.709
-0.43,-0.95,0.31,31.8,0.709
-0.43,-0.95,0.3,31.8,0.709
-0.44,-0.94,0.31,31.8,0.701
-0.43,-0.94,0.31,31.8,0.701
-0.44,-0.94,0.3,31.8,0.701
-0.43,-0.94,0.3,31.8,0.701
-0.44,-0.93,0.3,31.8,0.698
-0.43,-0.94,0.3,31.8,0.698
-0.45,-0.94,0.3,31.8,0.694
-0.43,-0.94,0.31,31.8,0.698
-0.44,-0.94,0.3,31.8,0.694
-0.43,-0.92,0.3,31.8,0.694
-0.44,-0.94,0.31,31.8,0.691
-0.44,-0.93,0.3,31.8,0.691
-0.45,-0.93,0.31,31.8,0.691
-0.45,-0.93,0.31,31.8,0.691
-0.44,-0.93,0.31,31.8,0.686
-0.45,-0.92,0.29,31.8,0.686
-0.44,-0.94,0.31,31.8,0.689
-0.44,-0.95,0.31,31.8,0.686
-0.44,-0.93,0.3,31.8,0.686
-0.44,-0.93,0.31,31.8,0.686
-0.43,-0.95,0.31,31.8,0.686
-0.45,-0.93,0.3,31.8,0.686
-0.46,-0.9,0.27,31.8,0.684
-0.45,-0.93,0.3,31.8,0.684
-0.46,-0.94,0.31,31.8,0.686
-0.46,-0.94,0.3,31.8,0.679
-0.45,-0.93,0.3,31.8,0.679
-0.43,-0.93,0.3,31.8,0.679
-0.46,-0.94,0.3,31.8,0.679
-0.44,-0.93,0.29,31.8,0.676
-0.46,-0.94,0.3,31.8,0.679
-0.44,-0.94,0.29,31.8,0.676
-0.46,-0.93,0.29,31.8,0.676
-0.44,-0.94,0.3,31.8,0.674
-0.43,-0.92,0.29,31.8,0.679
-0.48,-0.95,0.29,31.8,0.686
-0.48,-0.95,0.33,31.8,0.694
-0.45,-0.95,0.37,31.8,0.709
-0.41,-0.92,0.28,31.8,0.716
-0.39,-0.95,0.28,31.8,0.724
-0.38,-0.91,0.3,31.8,0.739
-0.39,-0.98,0.32,31.8,0.737
-0.41,-0.94,0.31,31.8,0.754
-0.38,-0.89,0.32,31.8,0.762
-0.36,-1,0.32,31.8,0.767
-0.36,-0.99,0.29,31.8,0.767
-0.39,-0.96,0.29,31.8,0.77
-0.35,-0.99,0.32,31.8,0.77
-0.37,-0.93,0.25,31.8,0.767
-0.35,-0.97,0.25,31.8,0.767
-0.38,-1.01,0.33,31.8,0.762
-0.33,-0.96,0.27,31.8,0.754
-0.33,-0.96,0.3,31.8,0.752
-0.34,-0.97,0.28,31.8,0.744
-0.35,-0.96,0.27,31.8,0.742
-0.33,-0.98,0.26,31.8,0.737
-0.34,-0.97,0.27,31.8,0.739
-0.33,-0.98,0.3,31.8,0.739
-0.34,-0.97,0.29,31.8,0.739
-0.34,-0.96,0.28,31.8,0.734
-0.34,-0.98,0.28,31.8,0.729
-0.35,-0.97,0.28,31.8,0.731
-0.33,-0.96,0.24,31.8,0.731
-0.36,-0.98,0.27,31.8,0.731
-0.36,-0.97,0.28,31.8,0.731
-0.34,-0.97,0.28,31.8,0.731
-0.33,-0.98,0.28,31.8,0.731
-0.35,-0.96,0.29,31.8,0.731
-0.35,-0.98,0.29,31.8,0.731
-0.36,-0.97,0.28,31.8,0.731
-0.36,-0.94,0.3,31.8,0.731
-0.36,-0.97,0.27,31.8,0.731
-0.38,-0.96,0.33,31.8,0.731
-0.36,-0.96,0.3,31.8,0.731
-0.39,-0.97,0.3,31.8,0.729
-0.41,-0.96,0.3,31.8,0.739
-0.41,-0.91,0.26,31.8,0.754
-0.42,-0.97,0.25,31.8,0.762
-0.43,-0.92,0.25,31.8,0.778
-0.48,-0.84,0.14,31.8,0.786
-0.42,-1.03,0.43,31.8,0.786
-0.42,-0.92,0.34,31.8,0.786
-0.43,-0.94,0.27,31.8,0.786
-0.47,-0.95,0.31,31.8,0.786
-0.41,-0.96,0.31,31.8,0.786
-0.39,-0.91,0.3,31.8,0.786
-0.41,-0.94,0.32,31.8,0.778
-0.44,-0.93,0.31,31.8,0.778
-0.46,-0.97,0.34,31.8,0.778
-0.45,-0.94,0.33,31.8,0.778
-0.45,-0.93,0.31,31.8,0.778
-0.48,-0.94,0.32,31.8,0.778
-0.39,-0.91,0.43,31.8,0.775
-0.49,-0.92,0.29,31.8,0.775
-0.37,-0.92,0.27,31.8,0.768
-0.4,-0.91,0.27,31.8,0.77
-0.46,-0.91,0.31,31.8,0.77
-0.45,-0.95,0.36,31.8,0.767
-0.46,-0.96,0.4,31.8,0.77
-0.48,-0.92,0.3,31.8,0.786
-0.48,-0.95,0.38,31.8,0.802
-0.47,-0.87,0.32,31.8,0.813
-0.48,-0.95,0.28,31.8,0.823
-0.53,-0.83,0.24,31.8,0.834
-0.5,-0.95,0.29,31.8,0.848
-0.49,-0.95,0.32,31.8,0.856
-0.46,-0.72,0.2,31.8,0.868
-0.4,-0.96,0.23,31.8,0.873
-0.47,-1,0.33,31.8,0.873
-0.54,-0.73,0.5,31.8,0.868
-0.38,-0.88,0.45,31.8,0.848
-0.5,-0.9,0.51,31.8,0.832
-0.54,-0.81,0.54,31.8,0.826
-0.47,-0.8,0.58,31.8,0.831
-0.43,-0.92,0.57,31.8,0.851
-0.44,-0.96,0.42,31.8,0.868
-0.48,-0.79,0.47,31.8,0.882
-0.36,-0.88,0.42,31.8,0.902
-0.37,-0.91,0.31,31.8,0.907
-0.36,-0.88,0.58,31.8,0.907
-0.38,-0.86,0.43,31.8,0.907
-0.49,-0.85,0.26,31.8,0.902
-0.41,-0.98,0.58,31.8,0.89
-0.35,-0.8,0.42,31.8,0.865
-0.45,-0.89,0.76,31.8,0.831
-0.5,-0.92,0.48,31.8,0.783
-0.41,-0.8,0.58,31.8,0.754
-0.37,-0.88,0.46,31.8,0.736
-0.42,-0.93,0.6,31.8,0.724
-0.48,-0.85,0.52,31.8,0.716
-0.43,-0.91,0.49,31.8,0.716
-0.4,-0.94,0.54,31.8,0.709
-0.44,-0.83,0.5,31.8,0.709
-0.46,-0.85,0.51,31.8,0.701
-0.47,-0.9,0.53,31.8,0.706
-0.5,-0.88,0.53,31.8,0.709
-0.49,-0.83,0.5,31.8,0.706
-0.47,-0.86,0.53,31.8,0.706
-0.46,-0.86,0.5,31.8,0.706
-0.45,-0.87,0.52,31.8,0.699
-0.48,-0.88,0.51,31.8,0.701
-0.5,-0.87,0.51,31.8,0.701
-0.48,-0.88,0.51,31.8,0.701
-0.48,-0.85,0.5,31.8,0.701
-0.49,-0.87,0.51,31.8,0.701
-0.47,-0.89,0.51,31.8,0.701
-0.47,-0.87,0.5,31.8,0.698
-0.47,-0.86,0.5,31.8,0.698
-0.48,-0.89,0.5,31.8,0.698
-0.46,-0.89,0.52,31.8,0.698
-0.48,-0.87,0.51,31.8,0.698
-0.46,-0.88,0.51,31.8,0.699
-0.45,-0.87,0.5,31.8,0.698
-0.46,-0.87,0.51,31.8,0.701
-0.45,-0.87,0.52,31.8,0.701
-0.46,-0.88,0.52,31.8,0.701
-0.48,-0.87,0.51,31.8,0.701
-0.45,-0.87,0.52,31.8,0.701
-0.46,-0.87,0.51,31.8,0.704
-0.47,-0.88,0.52,31.8,0.709
-0.45,-0.87,0.53,31.8,0.709
-0.45,-0.89,0.53,31.8,0.709
-0.45,-0.88,0.51,31.8,0.709
-0.47,-0.87,0.51,31.8,0.713
-0.45,-0.88,0.51,31.8,0.713
-0.47,-0.88,0.5,31.8,0.713
-0.46,-0.87,0.5,31.8,0.721
-0.47,-0.87,0.51,31.8,0.721
-0.47,-0.87,0.51,31.8,0.721
-0.48,-0.87,0.5,31.8,0.724
-0.45,-0.87,0.51,31.8,0.724
-0.46,-0.89,0.51,31.8,0.724
-0.48,-0.87,0.5,31.8,0.724
-0.46,-0.86,0.51,31.8,0.724
-0.46,-0.88,0.52,31.8,0.731
-0.49,-0.87,0.5,31.8,0.731
-0.47,-0.87,0.51,31.8,0.731
-0.46,-0.87,0.52,31.8,0.734
-0.48,-0.87,0.5,31.8,0.739
-0.48,-0.87,0.52,31.8,0.739
-0.46,-0.86,0.5,31.8,0.739
-0.46,-0.89,0.51,31.8,0.739
-0.49,-0.86,0.52,31.8,0.739
-0.46,-0.86,0.5,31.8,0.739
-0.46,-0.89,0.53,31.8,0.744
-0.49,-0.86,0.5,31.8,0.747
-0.48,-0.86,0.53,31.8,0.747
-0.48,-0.87,0.52,31.8,0.762
-0.48,-0.87,0.52,31.8,0.775
-0.49,-0.86,0.52,31.8,0.786
-0.48,-0.85,0.5,31.8,0.794
-0.5,-0.85,0.54,31.8,0.8
-0.5,-0.84,0.53,31.8,0.808
-0.5,-0.86,0.55,31.8,0.818
-0.5,-0.84,0.53,31.8,0.826
-0.5,-0.83,0.56,31.8,0.834
-0.5,-0.84,0.55,31.8,0.84
-0.5,-0.84,0.56,31.8,0.84
-0.51,-0.82,0.57,31.8,0.854
-0.51,-0.82,0.56,31.8,0.859
-0.5,-0.81,0.58,31.8,0.859
-0.51,-0.82,0.56,31.8,0.865
-0.5,-0.83,0.59,31.8,0.868
-0.5,-0.82,0.57,31.8,0.868
-0.52,-0.83,0.58,31.8,0.868
-0.51,-0.82,0.57,31.8,0.873
-0.5,-0.84,0.58,31.8,0.873
-0.5,-0.83,0.59,31.8,0.868
-0.52,-0.8,0.58,31.8,0.873
-0.5,-0.81,0.6,31.8,0.873
-0.51,-0.82,0.58,31.8,0.873
-0.5,-0.82,0.59,31.8,0.873
-0.51,-0.81,0.58,31.8,0.873
-0.51,-0.8,0.59,31.8,0.873
-0.52,-0.8,0.58,31.8,0.873
-0.52,-0.81,0.6,31.8,0.873
-0.51,-0.81,0.59,31.8,0.882
-0.52,-0.81,0.59,31.8,0.876
-0.51,-0.81,0.59,31.8,0.882
-0.53,-0.81,0.6,31.8,0.884
-0.51,-0.81,0.61,31.8,0.884
-0.53,-0.8,0.6,31.8,0.884
-0.52,-0.82,0.59,31.8,0.89
-0.52,-0.81,0.58,31.8,0.89
-0.51,-0.81,0.6,31.8,0.89
-0.51,-0.8,0.59,31.8,0.89
-0.51,-0.81,0.6,31.8,0.887
-0.51,-0.81,0.6,31.8,0.893
-0.53,-0.81,0.6,31.8,0.893
-0.51,-0.8,0.61,31.8,0.89
-0.52,-0.81,0.59,31.8,0.893
-0.52,-0.8,0.6,31.8,0.893
-0.53,-0.8,0.59,31.8,0.893
-0.52,-0.81,0.6,31.8,0.893
-0.52,-0.82,0.6,31.8,0.893
-0.52,-0.81,0.6,31.8,0.893
-0.51,-0.81,0.61,31.8,0.89
-0.51,-0.81,0.6,31.8,0.89
-0.52,-0.8,0.59,31.8,0.89
-0.52,-0.8,0.59,31.8,0.89
-0.5,-0.81,0.6,31.8,0.89
-0.53,-0.81,0.59,31.8,0.89
-0.51,-0.81,0.59,31.8,0.89
-0.51,-0.81,0.6,31.8,0.89
-0.52,-0.81,0.6,31.8,0.884
-0.52,-0.81,0.59,31.8,0.884
-0.51,-0.81,0.6,31.8,0.882
-0.51,-0.81,0.59,31.8,0.882
-0.53,-0.81,0.58,31.8,0.882
-0.5,-0.81,0.61,31.8,0.882
-0.52,-0.81,0.59,31.8,0.882
-0.52,-0.8,0.6,31.8,0.882
-0.51,-0.81,0.6,31.8,0.882
-0.52,-0.81,0.6,31.8,0.873
-0.51,-0.8,0.6,31.8,0.873
-0.53,-0.8,0.59,31.8,0.873
-0.51,-0.81,0.6,31.8,0.873
-0.51,-0.82,0.58,31.8,0.873
-0.52,-0.81,0.6,31.8,0.868
-0.51,-0.8,0.6,31.8,0.873
-0.53,-0.81,0.59,31.8,0.873
-0.51,-0.79,0.61,31.8,0.873
-0.53,-0.81,0.6,31.8,0.873
-0.52,-0.8,0.6,31.8,0.873
-0.51,-0.81,0.6,31.8,0.873
-0.52,-0.81,0.59,31.8,0.873
-0.52,-0.81,0.59,31.8,0.868
-0.52,-0.81,0.59,31.8,0.868
-0.5,-0.8,0.61,31.8,0.868
-0.53,-0.8,0.59,31.8,0.868
-0.51,-0.81,0.59,31.8,0.868
-0.52,-0.81,0.59,31.8,0.868
-0.51,-0.81,0.61,31.8,0.873
-0.51,-0.8,0.6,31.8,0.873
-0.52,-0.8,0.6,31.8,0.873
-0.5,-0.8,0.59,31.8,0.882
-0.53,-0.8,0.6,31.8,0.884
-0.5,-0.81,0.6,31.8,0.893
-0.51,-0.82,0.6,31.8,0.896
-0.51,-0.81,0.61,31.8,0.902
-0.51,-0.81,0.6,31.8,0.908
-0.52,-0.8,0.6,31.8,0.919
-0.51,-0.79,0.6,31.8,0.928
-0.53,-0.79,0.61,31.8,0.936
-0.51,-0.81,0.6,31.8,0.945
-0.52,-0.81,0.59,31.8,0.951
-0.52,-0.81,0.6,31.8,0.96
-0.52,-0.81,0.6,31.8,0.963
-0.52,-0.8,0.6,31.8,0.972
-0.51,-0.8,0.6,31.8,0.975
-0.53,-0.8,0.6,31.8,0.984
-0.51,-0.8,0.61,31.8,0.99
-0.52,-0.81,0.59,31.8,0.99
-0.53,-0.8,0.59,31.8,0.996
-0.51,-0.8,0.58,31.8,1
-0.52,-0.81,0.61,31.8,1
-0.51,-0.8,0.6,31.8,1
-0.53,-0.8,0.6,31.8,1.006
-0.52,-0.8,0.61,31.8,1.006
-0.52,-0.81,0.59,31.8,1
-0.52,-0.8,0.6,31.8,1.006
-0.51,-0.81,0.61,31.8,1.008
-0.52,-0.8,0.6,31.8,1.006
-0.51,-0.8,0.6,31.8,1.008
-0.53,-0.8,0.61,31.8,1.006
-0.52,-0.81,0.6,31.8,1
-0.52,-0.8,0.59,31.8,1
-0.52,-0.81,0.61,31.8,1.006
-0.53,-0.79,0.6,31.8,1
-0.52,-0.8,0.6,31.8,0.996
-0.52,-0.79,0.61,31.8,0.996
-0.53,-0.8,0.6,31.8,0.99
-0.53,-0.79,0.6,31.8,0.99
-0.52,-0.8,0.59,31.8,0.99
-0.53,-0.8,0.61,31.8,0.984
-0.53,-0.81,0.6,31.8,0.981
-0.53,-0.8,0.6,31.8,0.981
-0.53,-0.78,0.58,31.8,0.978
-0.53,-0.81,0.62,31.8,0.969
-0.52,-0.8,0.64,31.8,0.972
-0.53,-0.79,0.6,31.8,0.969
-0.54,-0.79,0.62,31.8,0.963
-0.52,-0.79,0.62,31.8,0.96
-0.52,-0.79,0.61,31.8,0.96
-0.51,-0.8,0.62,31.8,0.951
-0.54,-0.8,0.6,31.8,0.954
-0.51,-0.79,0.64,31.8,0.945
-0.51,-0.81,0.62,31.8,0.945
-0.53,-0.8,0.63,31.8,0.942
-0.51,-0.79,0.6,31.8,0.939
-0.52,-0.8,0.62,31.8,0.931
-0.5,-0.8,0.62,31.8,0.933
-0.53,-0.8,0.61,31.8,0.928
-0.5,-0.78,0.62,31.8,0.928
-0.52,-0.8,0.62,31.8,0.922
-0.51,-0.8,0.63,31.8,0.919
-0.5,-0.79,0.62,31.8,0.916
-0.5,-0.8,0.62,31.8,0.91
-0.49,-0.81,0.63,31.8,0.907
-0.52,-0.79,0.62,31.8,0.902
-0.5,-0.8,0.63,31.8,0.902
-0.5,-0.79,0.64,31.8,0.902
-0.5,-0.78,0.61,31.8,0.893
-0.5,-0.8,0.65,31.8,0.893
-0.5,-0.8,0.64,31.8,0.893
-0.5,-0.8,0.65,31.8,0.89
-0.51,-0.79,0.63,31.8,0.89
-0.5,-0.8,0.63,31.8,0.884
-0.51,-0.81,0.65,31.8,0.884
-0.5,-0.79,0.64,31.8,0.884
-0.52,-0.78,0.63,31.8,0.884
-0.52,-0.78,0.63,31.8,0.893
-0.52,-0.79,0.64,31.8,0.896
-0.55,-0.79,0.62,31.8,0.902
-0.53,-0.78,0.62,31.8,0.902
-0.53,-0.79,0.62,31.8,0.902
-0.53,-0.79,0.64,31.8,0.907
-0.54,-0.78,0.63,31.8,0.91
-0.54,-0.78,0.61,31.8,0.916
-0.53,-0.79,0.62,31.8,0.919
-0.54,-0.78,0.63,31.8,0.928
-0.52,-0.78,0.64,31.8,0.933
-0.53,-0.79,0.67,31.8,0.934
-0.53,-0.77,0.62,31.8,0.942
-0.53,-0.77,0.6,31.8,0.954
-0.53,-0.79,0.65,31.8,0.969
-0.53,-0.79,0.62,31.8,0.975
-0.53,-0.78,0.65,31.8,0.978
-0.53,-0.77,0.63,31.8,0.993
-0.53,-0.78,0.65,31.8,0.996
-0.54,-0.77,0.65,31.8,1.008
-0.53,-0.78,0.65,31.8,1.018
-0.54,-0.75,0.63,31.8,1.018
-0.54,-0.78,0.66,31.8,1.024
-0.54,-0.77,0.66,31.8,1.024
-0.53,-0.77,0.64,31.8,1.027
-0.55,-0.77,0.64,31.8,1.037
-0.55,-0.76,0.64,31.8,1.037
-0.54,-0.77,0.65,31.8,1.043
-0.53,-0.77,0.65,31.8,1.046
-0.55,-0.76,0.64,31.8,1.046
-0.54,-0.77,0.65,32,1.056
-0.54,-0.78,0.64,32,1.049
-0.54,-0.78,0.65,32,1.059
-0.56,-0.76,0.65,32,1.059
-0.55,-0.76,0.66,32,1.059
-0.55,-0.76,0.66,32,1.059
-0.57,-0.76,0.66,32,1.059
-0.55,-0.75,0.66,32,1.068
-0.55,-0.76,0.65,32,1.068
-0.55,-0.76,0.66,31.8,1.072
-0.54,-0.76,0.66,31.8,1.065
-0.54,-0.75,0.67,31.8,1.065
-0.55,-0.76,0.65,31.8,1.062
-0.56,-0.76,0.67,31.8,1.062
-0.54,-0.75,0.65,31.8,1.056
-0.54,-0.75,0.65,31.8,1.056
-0.55,-0.76,0.66,31.8,1.053
-0.55,-0.75,0.64,31.8,1.046
-0.54,-0.77,0.67,31.8,1.053
-0.55,-0.77,0.65,31.6,1.053
-0.56,-0.74,0.65,31.8,1.046
-0.54,-0.76,0.66,31.8,1.046
-0.55,-0.76,0.65,31.8,1.037
-0.54,-0.76,0.65,31.8,1.037
-0.55,-0.76,0.65,31.8,1.037
-0.55,-0.77,0.65,31.8,1.027
-0.54,-0.76,0.64,31.8,1.027
-0.55,-0.76,0.66,31.8,1.024
-0.54,-0.76,0.66,31.8,1.024
-0.56,-0.76,0.64,31.8,1.018
-0.54,-0.76,0.66,31.8,1.018
-0.55,-0.76,0.64,31.8,1.018
-0.54,-0.77,0.66,31.8,1.014
-0.55,-0.78,0.65,31.8,1.008
-0.56,-0.76,0.64,31.8,1.008
-0.54,-0.76,0.66,31.8,1.008
-0.55,-0.76,0.62,31.8,1.006
-0.54,-0.76,0.65,31.8,1
-0.56,-0.73,0.62,31.8,1
-0.54,-0.79,0.7,31.8,0.99
-0.57,-0.76,0.65,31.8,0.99
-0.57,-0.73,0.65,31.8,0.981
-0.55,-0.74,0.71,31.8,0.981
-0.58,-0.73,0.63,31.8,0.969
-0.55,-0.75,0.67,31.8,0.963
-0.56,-0.74,0.67,31.8,0.96
-0.56,-0.73,0.66,31.8,0.954
-0.57,-0.75,0.69,31.8,0.954
-0.6,-0.71,0.65,31.8,0.954
-0.58,-0.72,0.73,31.8,0.945
-0.6,-0.71,0.67,31.8,0.945
-0.6,-0.72,0.69,31.8,0.936
-0.58,-0.72,0.67,31.8,0.936
-0.58,-0.74,0.69,31.8,0.936
-0.58,-0.75,0.66,31.8,0.933
-0.59,-0.73,0.67,31.8,0.928
-0.56,-0.75,0.65,31.8,0.928
-0.54,-0.77,0.63,31.8,0.916
-0.54,-0.78,0.63,31.8,0.91
-0.54,-0.79,0.58,31.8,0.893
-0.54,-0.79,0.58,31.8,0.873
-0.52,-0.84,0.57,31.8,0.856
-0.52,-0.84,0.54,31.8,0.831
-0.51,-0.84,0.56,31.8,0.815
-0.51,-0.85,0.52,31.8,0.794
-0.5,-0.86,0.52,31.8,0.786
-0.5,-0.83,0.5,31.8,0.775
-0.49,-0.86,0.51,31.8,0.77
-0.47,-0.86,0.5,31.8,0.767
-0.47,-0.86,0.5,31.8,0.762
-0.48,-0.88,0.51,31.8,0.754
-0.49,-0.87,0.5,31.8,0.747
-0.5,-0.86,0.5,31.8,0.744
-0.5,-0.86,0.5,31.8,0.739
-0.5,-0.87,0.5,31.8,0.739
-0.5,-0.86,0.5,31.8,0.739
-0.49,-0.87,0.5,31.8,0.737
-0.49,-0.87,0.5,31.8,0.739
-0.5,-0.87,0.5,31.8,0.734
-0.5,-0.86,0.49,31.8,0.734
-0.47,-0.84,0.5,31.8,0.731
-0.49,-0.86,0.52,31.8,0.739
-0.5,-0.84,0.5,31.8,0.739
-0.5,-0.85,0.53,31.8,0.757
-0.54,-0.83,0.54,31.8,0.786
-0.55,-0.81,0.54,31.8,0.805
-0.56,-0.8,0.57,31.8,0.813
-0.57,-0.8,0.57,31.8,0.818
-0.56,-0.81,0.61,31.8,0.823
-0.56,-0.79,0.59,31.8,0.823
-0.54,-0.79,0.57,31.8,0.823
-0.54,-0.8,0.58,31.8,0.823
-0.56,-0.78,0.59,31.8,0.823
-0.56,-0.79,0.57,31.8,0.823
-0.55,-0.8,0.6,31.8,0.826
-0.55,-0.8,0.58,31.8,0.823
-0.56,-0.8,0.57,31.8,0.818
-0.55,-0.79,0.57,31.8,0.823
-0.56,-0.8,0.58,31.8,0.823
-0.57,-0.78,0.57,31.8,0.823
-0.56,-0.79,0.58,31.8,0.823
-0.55,-0.79,0.59,31.8,0.818
-0.56,-0.79,0.58,31.8,0.818
-0.56,-0.78,0.59,31.8,0.818
-0.55,-0.79,0.61,31.8,0.821
-0.56,-0.78,0.59,31.8,0.818
-0.56,-0.79,0.6,31.8,0.818
-0.56,-0.78,0.59,31.8,0.818
-0.56,-0.78,0.6,31.8,0.818
-0.56,-0.79,0.58,31.8,0.818
-0.56,-0.79,0.6,31.8,0.818
-0.56,-0.79,0.59,31.8,0.818
-0.55,-0.79,0.58,31.8,0.818
-0.56,-0.78,0.58,31.8,0.818
-0.57,-0.79,0.6,31.8,0.818
-0.55,-0.79,0.61,31.8,0.818
-0.57,-0.78,0.58,31.8,0.818
-0.56,-0.79,0.59,31.8,0.818
-0.56,-0.79,0.59,31.8,0.818
-0.57,-0.78,0.58,31.8,0.818
-0.57,-0.79,0.59,31.8,0.818
-0.56,-0.8,0.6,31.8,0.818
-0.55,-0.79,0.6,31.8,0.818
-0.57,-0.78,0.59,31.8,0.823
-0.56,-0.78,0.59,31.8,0.823
-0.56,-0.78,0.59,31.8,0.823
-0.56,-0.78,0.6,31.8,0.823
-0.56,-0.78,0.58,31.8,0.823
-0.56,-0.79,0.59,31.8,0.823
-0.55,-0.8,0.6,31.8,0.826
-0.57,-0.77,0.58,31.8,0.826
-0.56,-0.79,0.61,31.8,0.826
-0.56,-0.78,0.6,31.8,0.826
