File Exported by Q - (c) 2009 Affectiva Inc.,,,,
File Version: 1.01,,,,
Firmware Version: 1.81,,,,
UUID: AQL1113206T,,,,
Sampling Rate: 16,,,,
Start Time: 2020-02-27 13:31:10 Offset:-05,,,,
Z-axis,Y-axis,X-axis,Temperature Celsius,EDA(uS)
1.05,-0.85,0.39,36.8,0.745
0.91,-1.08,0.44,36.8,0.742
0.58,-0.98,0.33,36.8,0.747
0.07,-0.73,0.39,36.8,0.75
-0.18,-0.35,0.31,36.8,0.754
-0.37,-0.37,0.3,36.8,0.755
-0.48,-0.44,0.45,36.8,0.763
-0.66,-0.46,0.46,36.8,0.763
-1.03,-0.33,0.63,36.8,0.768
-1.2,-0.18,0.51,36.8,0.77
-1.08,-0.07,0.37,36.8,0.765
-0.93,-0.19,0.4,36.8,0.765
-0.89,0.03,0.42,36.8,0.765
-0.89,-0.21,0.5,36.8,0.765
-0.82,-0.17,0.17,36.8,0.765
-0.96,-0.13,0.43,36.8,0.768
-1,-0.26,0.4,36.8,0.77
-1.03,-0.23,0.47,36.8,0.768
-1.11,-0.17,0.61,36.8,0.77
-1.05,-0.16,0.5,36.8,0.77
-0.93,-0.43,0.51,36.8,0.765
-0.95,-0.54,0.72,36.8,0.76
-0.84,-0.09,0.53,36.8,0.757
-0.82,-0.37,0.63,36.8,0.757
-0.78,-0.45,0.66,36.8,0.76
-0.89,-0.25,0.63,36.8,0.763
-0.97,-0.39,0.53,36.8,0.763
-0.95,-0.58,0.55,36.8,0.762
-0.95,-0.35,0.58,36.8,0.757
-0.84,-0.31,0.62,36.8,0.757
-0.91,-0.31,0.52,36.8,0.754
-1.01,-0.35,0.5,36.8,0.752
-0.96,-0.45,0.64,36.8,0.75
-1.05,-0.49,0.69,36.8,0.747
-0.92,-0.44,0.51,36.8,0.75
-0.85,-0.34,0.5,36.8,0.75
-0.91,-0.2,0.44,36.8,0.75
-0.96,-0.33,0.61,36.8,0.75
-0.97,-0.13,0.46,36.8,0.747
-0.95,-0.3,0.52,36.8,0.742
-0.98,-0.28,0.44,36.8,0.742
-0.99,-0.29,0.48,36.8,0.742
-0.94,-0.38,0.51,36.8,0.742
-0.94,-0.36,0.46,36.8,0.74
-0.89,-0.35,0.49,36.8,0.742
-1.01,-0.29,0.44,36.6,0.737
-0.85,-0.34,0.62,36.8,0.734
-0.78,-0.31,0.29,36.8,0.732
-0.83,-0.38,0.57,36.8,0.731
-1.08,-0.5,0.41,36.8,0.725
-1.16,-0.32,0.41,36.8,0.724
-0.88,-0.2,0.41,36.8,0.724
-1.01,-0.28,0.33,36.8,0.722
-0.99,-0.36,0.28,36.8,0.725
-1.06,-0.34,0.4,36.8,0.727
-1.22,-0.29,0.43,36.6,0.727
-1.12,-0.3,0.4,36.8,0.731
-1.04,-0.28,0.3,36.8,0.729
-0.92,-0.11,0.23,36.8,0.729
-0.89,-0.25,0.11,36.6,0.734
-0.86,-0.17,0.14,36.6,0.734
-0.93,-0.44,0.4,36.8,0.732
-1.02,-0.66,0.42,36.8,0.732
-1.07,-0.86,0.36,36.6,0.732
-1.03,-0.91,0.27,36.8,0.729
-0.94,-0.81,0.23,36.8,0.731
-0.92,-0.72,0.24,36.8,0.731
-1,-0.6,0.18,36.6,0.727
-1.02,-0.38,0.15,36.6,0.722
-1.07,-0.25,0.35,36.6,0.719
-1,-0.15,0.42,36.8,0.716
-0.87,-0.14,0.54,36.8,0.711
-0.76,-0.17,0.69,36.6,0.711
-0.96,-0.1,0.58,36.8,0.699
-1.01,0.08,0.7,36.8,0.679
-0.98,-0.28,0.91,36.8,0.667
-1.07,0.27,0.63,36.8,0.641
-0.87,0.4,0.38,36.8,0.606
-0.79,0.22,0.48,36.8,0.572
-0.77,0.24,0.5,36.6,0.548
-0.71,0.35,0.64,36.6,0.545
-0.7,0.61,0.68,36.8,0.569
-0.76,0.31,0.71,36.6,0.609
-0.78,0.33,0.67,36.6,0.634
-0.66,0.53,0.85,36.6,0.643
-0.66,1.09,0.71,36.6,0.641
-0.4,0.62,0.41,36.6,0.673
-0.54,0.98,0.5,36.6,0.687
-0.68,0.82,0.25,36.8,0.696
-0.83,0.45,0.32,36.8,0.704
-0.89,0.18,0.19,36.8,0.711
-1.05,0.25,0.6,36.6,0.709
-1.42,0.09,0.28,36.6,0.709
-1.3,-0.13,0.34,36.6,0.711
-1.19,-0.04,0.38,36.6,0.709
-1.15,-0.11,0.4,36.8,0.709
-1.02,0.1,0.39,36.6,0.702
-1,0.1,0.31,36.6,0.704
-0.9,0.08,0.38,36.6,0.702
-0.95,0.23,0.35,36.6,0.704
-1.02,0.1,0.38,36.6,0.701
-1.1,0.1,0.48,36.6,0.701
-1.08,0.07,0.5,36.6,0.701
-1.11,0.01,0.46,36.8,0.702
-1.04,0,0.54,36.6,0.702
-1,0.05,0.48,36.6,0.707
-0.99,0.06,0.51,36.8,0.707
-0.99,0,0.58,36.6,0.711
-0.97,0.01,0.46,36.6,0.709
-0.98,0.01,0.65,36.6,0.709
-0.96,0.18,0.53,36.6,0.709
-0.82,0.35,0.43,36.6,0.714
-0.7,0.59,0.71,36.6,0.716
-0.66,0.81,0.65,36.6,0.676
-0.74,0.58,0.5,36.6,0.591
-0.81,0.69,0.49,36.6,0.537
-0.84,0.58,0.54,36.6,0.506
-0.78,0.54,0.49,36.6,0.501
-0.95,0.74,0.69,36.6,0.494
-0.72,0.51,0.57,36.6,0.501
-0.78,0.59,0.51,36.6,0.515
-0.75,0.68,0.57,36.6,0.529
-0.72,0.69,0.56,36.6,0.545
-0.78,0.6,0.58,36.6,0.552
-0.76,0.71,0.61,36.6,0.568
-0.81,0.6,0.62,36.6,0.576
-0.79,0.59,0.59,36.6,0.583
-0.7,0.48,0.53,36.6,0.589
-0.79,0.65,0.8,36.6,0.589
-0.71,0.74,0.66,36.6,0.585
-0.73,0.61,0.69,36.6,0.587
-0.7,0.58,0.69,36.6,0.589
-0.67,0.61,0.7,36.6,0.589
-0.76,0.7,0.93,36.6,0.589
-0.64,0.47,0.69,36.6,0.58
-0.69,0.52,0.6,36.6,0.566
-0.66,0.5,0.67,36.6,0.552
-0.62,0.61,0.61,36.6,0.552
-0.58,0.65,0.67,36.6,0.548
-0.68,0.67,0.66,36.6,0.54
-0.77,0.65,0.69,36.6,0.548
-0.74,0.65,0.58,36.6,0.553
-0.74,0.65,0.61,36.6,0.562
-0.63,0.65,0.5,36.6,0.573
-0.58,0.75,0.65,36.6,0.58
-0.64,0.85,0.67,36.6,0.578
-0.55,0.74,0.66,36.6,0.572
-0.55,0.67,0.63,36.6,0.572
-0.54,0.7,0.63,36.6,0.572
-0.5,0.78,0.69,36.6,0.578
-0.57,0.68,0.59,36.6,0.58
-0.71,0.75,0.68,36.6,0.583
-0.67,0.71,0.67,36.6,0.581
-0.57,0.66,0.6,36.6,0.583
-0.63,0.69,0.58,36.6,0.587
-0.66,0.67,0.56,36.6,0.588
-0.66,0.74,0.59,36.6,0.596
-0.64,0.78,0.59,36.6,0.603
-0.55,0.68,0.59,36.6,0.603
-0.57,0.86,0.65,36.6,0.617
-0.67,0.6,0.78,36.6,0.671
-0.54,0.65,0.71,36.6,0.771
-0.59,0.72,0.77,36.6,0.821
-0.62,0.59,0.75,36.6,0.845
-0.57,0.63,0.61,36.6,0.854
-0.54,0.5,0.59,36.6,0.862
-0.65,0.48,0.64,36.6,0.87
-0.73,0.45,0.56,36.6,0.87
-0.71,0.54,0.61,36.6,0.87
-0.73,0.5,0.5,36.6,0.87
-1,0.47,0.32,36.6,0.868
-0.9,0.47,0.29,36.6,0.876
-0.85,0.13,0.37,36.6,0.885
-0.95,-0.33,0.28,36.6,0.899
-0.96,-0.22,0.64,36.6,0.893
-0.92,-0.7,0.6,36.6,0.884
-0.87,-0.66,0.56,36.6,0.873
-0.74,-0.71,0.57,36.6,0.876
-0.55,-0.68,0.54,36.6,0.876
-0.38,-0.71,0.49,36.6,0.876
-0.25,-0.76,0.51,36.6,0.868
-0.01,-0.85,0.38,36.4,0.868
0.26,-0.9,0.25,36.6,0.868
0.61,-0.92,0.35,36.6,0.865
0.78,-0.96,0.53,36.6,0.868
0.75,-0.81,0.66,36.6,0.859
0.81,-0.85,0.6,36.6,0.857
0.66,-1.13,1.08,36.6,0.856
0.59,-0.5,0.43,36.6,0.845
0.68,-0.42,0.28,36.6,0.845
0.79,-0.51,0.47,36.6,0.848
0.86,-0.58,0.52,36.4,0.848
0.81,-0.56,0.44,36.6,0.848
0.74,-0.48,0.44,36.6,0.851
0.75,-0.5,0.43,36.6,0.857
0.77,-0.49,0.43,36.6,0.851
0.77,-0.49,0.44,36.6,0.859
0.79,-0.5,0.44,36.6,0.854
0.81,-0.5,0.43,36.6,0.854
0.8,-0.49,0.42,36.4,0.851
0.83,-0.49,0.41,36.4,0.851
0.85,-0.52,0.48,36.6,0.848
0.82,-0.49,0.47,36.4,0.851
0.78,-0.47,0.46,36.6,0.845
0.78,-0.45,0.43,36.6,0.843
0.77,-0.44,0.42,36.6,0.843
0.77,-0.44,0.44,36.4,0.845
0.78,-0.42,0.42,36.4,0.837
0.81,-0.43,0.42,36.6,0.845
0.81,-0.44,0.43,36.4,0.845
0.78,-0.43,0.44,36.6,0.845
0.8,-0.47,0.47,36.4,0.845
0.82,-0.48,0.5,36.6,0.845
0.81,-0.49,0.55,36.6,0.835
0.82,-0.43,0.47,36.4,0.835
0.81,-0.38,0.45,36.4,0.834
0.82,-0.36,0.48,36.6,0.824
0.86,-0.37,0.38,36.4,0.821
0.84,-0.34,0.42,36.4,0.818
0.85,-0.46,0.44,36.6,0.813
0.84,-0.37,0.37,36.4,0.802
0.83,-0.42,0.4,36.4,0.805
0.81,-0.44,0.41,36.4,0.8
0.82,-0.41,0.4,36.4,0.797
0.82,-0.41,0.39,36.4,0.797
0.83,-0.43,0.41,36.4,0.797
0.85,-0.41,0.39,36.4,0.794
0.86,-0.39,0.42,36.4,0.794
0.85,-0.39,0.41,36.4,0.792
0.85,-0.4,0.38,36.4,0.786
0.84,-0.39,0.37,36.4,0.786
0.86,-0.35,0.38,36.4,0.789
0.85,-0.39,0.41,36.4,0.786
0.83,-0.41,0.39,36.4,0.781
0.84,-0.37,0.39,36.6,0.781
0.86,-0.38,0.41,36.4,0.779
0.86,-0.38,0.41,36.4,0.781
0.83,-0.4,0.39,36.4,0.776
0.85,-0.4,0.39,36.4,0.778
0.83,-0.39,0.4,36.4,0.778
0.84,-0.38,0.38,36.4,0.771
0.85,-0.39,0.39,36.4,0.771
0.83,-0.4,0.39,36.4,0.77
0.85,-0.39,0.4,36.4,0.768
0.83,-0.39,0.38,36.4,0.77
0.84,-0.42,0.4,36.4,0.768
0.86,-0.39,0.38,36.4,0.763
0.85,-0.38,0.38,36.4,0.763
0.85,-0.38,0.39,36.4,0.763
0.87,-0.39,0.38,36.4,0.765
0.84,-0.38,0.39,36.4,0.762
0.85,-0.38,0.4,36.4,0.76
0.85,-0.38,0.4,36.4,0.755
0.85,-0.38,0.4,36.4,0.755
0.86,-0.4,0.4,36.4,0.757
0.85,-0.38,0.39,36.4,0.752
0.85,-0.35,0.4,36.4,0.752
0.86,-0.35,0.39,36.4,0.754
0.84,-0.37,0.39,36.4,0.752
0.86,-0.38,0.39,36.4,0.747
0.86,-0.37,0.37,36.4,0.747
0.85,-0.39,0.38,36.4,0.747
0.86,-0.39,0.39,36.4,0.747
0.86,-0.39,0.38,36.4,0.745
0.85,-0.39,0.39,36.4,0.747
0.85,-0.36,0.37,36.4,0.747
0.85,-0.37,0.39,36.4,0.742
0.86,-0.36,0.4,36.4,0.742
0.86,-0.34,0.39,36.4,0.74
0.88,-0.33,0.4,36.4,0.74
0.88,-0.34,0.4,36.4,0.74
0.88,-0.34,0.4,36.4,0.734
0.88,-0.37,0.41,36.4,0.734
0.85,-0.36,0.39,36.4,0.732
0.86,-0.33,0.4,36.2,0.729
0.86,-0.31,0.39,36.4,0.725
0.86,-0.32,0.42,36.4,0.722
0.85,-0.32,0.43,36.4,0.724
0.85,-0.34,0.44,36.4,0.724
0.85,-0.35,0.42,36.4,0.722
0.88,-0.33,0.4,36.4,0.719
0.87,-0.32,0.41,36.4,0.714
0.87,-0.32,0.43,36.4,0.716
0.85,-0.31,0.45,36.4,0.714
0.86,-0.32,0.43,36.4,0.709
0.9,-0.3,0.44,36.4,0.709
0.87,-0.29,0.43,36.4,0.709
0.85,-0.31,0.45,36.2,0.709
0.86,-0.32,0.43,36.4,0.709
0.86,-0.34,0.43,36.4,0.702
0.85,-0.36,0.43,36.2,0.699
0.85,-0.34,0.43,36.4,0.699
0.86,-0.33,0.43,36.4,0.699
0.86,-0.33,0.43,36.2,0.694
0.87,-0.34,0.44,36.4,0.694
0.86,-0.33,0.42,36.2,0.692
0.85,-0.35,0.42,36.4,0.692
0.87,-0.33,0.41,36.4,0.692
0.86,-0.32,0.44,36.4,0.692
0.86,-0.33,0.43,36.2,0.694
0.88,-0.34,0.41,36.4,0.694
0.85,-0.32,0.41,36.2,0.694
0.87,-0.3,0.42,36.2,0.687
0.87,-0.3,0.43,36.2,0.687
0.87,-0.31,0.43,36.2,0.687
0.87,-0.31,0.43,36.2,0.689
0.86,-0.33,0.43,36.4,0.689
0.86,-0.34,0.41,36.4,0.686
0.87,-0.32,0.42,36.2,0.684
0.85,-0.32,0.43,36.2,0.684
0.87,-0.31,0.41,36.2,0.684
0.86,-0.3,0.41,36.2,0.68
0.87,-0.3,0.43,36.2,0.68
0.88,-0.31,0.43,36.2,0.684
0.88,-0.3,0.42,36.2,0.68
0.88,-0.3,0.42,36.4,0.682
0.88,-0.3,0.42,36.2,0.68
0.88,-0.3,0.4,36.2,0.68
0.87,-0.32,0.42,36.2,0.68
0.86,-0.32,0.41,36.2,0.68
0.88,-0.3,0.41,36.2,0.677
0.88,-0.29,0.42,36.2,0.677
0.88,-0.28,0.42,36.2,0.679
0.87,-0.31,0.43,36.2,0.677
0.88,-0.33,0.44,36.2,0.677
0.87,-0.39,0.49,36.2,0.677
1,-0.7,0.89,36.2,0.68
1.41,-1.4,0.87,36.2,0.68
1.44,-1.85,0.93,36.2,0.677
1.11,-1.65,0.26,36.2,0.677
0.7,-0.98,-0.09,36.2,0.673
0.27,-0.37,0,36.2,0.673
-0.01,0.11,0.03,36.2,0.677
-0.11,0.33,0.4,36.2,0.677
-0.33,0.82,0.43,36.2,0.672
-0.32,0.82,0.72,36.2,0.67
-0.49,0.5,0.51,36.2,0.67
-0.62,0.95,0.31,36.2,0.673
-0.64,0.44,0.69,36.2,0.673
-0.63,1.11,0.59,36.2,0.68
-0.6,0.36,1.07,36.2,0.689
-0.59,0.7,0.76,36.2,0.687
-0.56,0.73,0.75,36.2,0.689
-0.5,0.77,0.64,36.2,0.692
-0.51,0.53,0.7,36.2,0.694
-0.54,1.08,0.32,36.2,0.692
-0.43,0.77,0.99,36.2,0.699
-0.35,0.77,0.38,36.2,0.699
-0.45,0.81,0.52,36.2,0.702
-0.48,0.76,0.51,36.2,0.709
-0.46,0.77,0.33,36.2,0.709
-0.67,0.98,0.56,36.2,0.709
-0.79,0.76,0.24,36.2,0.709
-0.89,0.72,0.44,36.2,0.714
-1,0.64,0.54,36.2,0.717
-0.92,0.64,0.47,36.2,0.719
-0.82,0.61,0.35,36.2,0.714
-0.78,0.63,0.39,36.2,0.721
-0.74,0.68,0.4,36.2,0.722
-0.71,0.74,0.44,36.2,0.722
-0.73,0.73,0.44,36.2,0.722
-0.68,0.73,0.33,36.2,0.722
-0.67,0.78,0.42,36.2,0.722
-0.65,0.78,0.45,36.2,0.722
-0.61,0.78,0.5,36.2,0.725
-0.63,0.79,0.46,36.2,0.725
-0.59,0.83,0.46,36.2,0.725
-0.62,0.78,0.4,36.2,0.729
-0.65,0.77,0.46,36.2,0.729
-0.63,0.82,0.39,36.2,0.729
-0.63,0.79,0.43,36.2,0.729
-0.6,0.8,0.36,36.2,0.729
-0.54,0.81,0.4,36.2,0.729
-0.45,0.95,0.32,36.2,0.729
-0.26,0.29,0.32,36.2,0.729
-0.44,0.47,0,36.2,0.727
-0.25,0.23,0.17,36.2,0.722
0.03,-0.32,0.43,36.2,0.722
0.15,-0.85,0.63,36.2,0.722
0.61,-1.59,0.96,36.2,0.724
1.03,-1.84,1.3,36.2,0.724
0.7,-0.68,0.92,36.2,0.722
0.95,-2.24,1.5,36.2,0.722
0.66,-0.68,0.44,36.2,0.719
0.76,-0.28,0.23,36.2,0.714
0.95,-0.56,0.63,36,0.714
1.04,-0.6,0.84,36.2,0.716
0.82,-0.58,0.37,36.2,0.714
0.67,-0.63,0.29,36.2,0.714
0.55,-0.76,0.29,36.2,0.714
0.4,-0.65,0.18,36.2,0.709
0.29,-0.72,0.22,36.2,0.709
0.32,-0.68,0.06,36.2,0.709
0.26,-0.48,0.02,36.2,0.709
0.46,-1,0.47,36.2,0.714
0.43,-0.35,0.31,36,0.709
0.9,-1.33,0.62,36.2,0.699
1.15,-0.87,0.49,36.2,0.695
0.94,-0.97,0.76,36.2,0.699
0.73,-1.35,0.82,36.2,0.695
0.54,-1.69,0.61,36.2,0.692
0.34,-1.49,0.19,36.2,0.692
0.05,-0.96,-0.08,36,0.692
-0.27,-0.31,-0.01,36.2,0.687
-0.49,-0.25,0.2,36.2,0.67
-0.61,-0.26,0.14,36,0.673
-0.73,-0.28,0.1,36.2,0.674
-0.74,-0.42,0.2,36.2,0.677
-0.83,-0.43,0.46,36.2,0.674
-0.94,-0.13,0.28,36,0.67
-1,-0.18,0.64,36,0.67
-1.02,0.16,0.42,36.2,0.68
-1,-0.36,0.54,36.2,0.687
-1,0.1,0.37,36.2,0.687
-1.04,0.12,0.49,36.2,0.687
-1.04,-0.08,0.5,36,0.702
-1.01,-0.19,0.29,36.2,0.707
-0.91,0.21,0.43,36.2,0.714
-0.84,0.5,0.14,36.2,0.714
-0.77,0.27,0.16,36.2,0.714
-0.63,0,0.13,36.2,0.717
-0.73,0.06,0.3,36.2,0.722
-0.98,-0.3,0.53,36.2,0.722
-1.08,-0.7,0.85,36,0.722
-1.31,-1.76,1.4,36.2,0.729
-1.14,-1.15,0.57,36,0.732
-0.83,-0.81,0.44,36.2,0.732
-0.78,-0.24,0.04,36,0.731
-0.74,0.02,0.14,36.2,0.729
-0.83,0.09,0.18,36.2,0.729
-0.93,-0.1,0.43,36,0.729
-0.99,-0.05,0.37,36,0.729
-1,-0.07,0.36,36.2,0.732
-1.02,-0.05,0.23,36,0.732
-1.03,0,0.34,36.8,0.735
-1.02,0.01,0.53,36.4,0.74
-0.96,0.01,0.39,36.4,0.74
-0.81,-0.2,0.41,36.4,0.745
-0.67,-0.15,0.16,36.4,0.745
-0.63,-0.17,0.16,36.4,0.745
-0.5,-0.42,0.49,36.4,0.75
-0.48,-0.31,0.5,36.4,0.752
-0.1,-0.73,0.83,36.4,0.757
0.2,-1.13,0.9,37,0.768
0.46,-0.7,0.35,36,0.76
1.13,-0.85,0.59,36,0.765
0.64,-0.5,0.78,36,0.768
0.82,-0.48,0.07,36,0.77
0.8,-0.58,0.53,36,0.768
0.87,-0.38,0.3,36,0.768
0.92,-0.44,0.42,36,0.77
0.88,-0.44,0.46,36,0.771
0.86,-0.34,0.32,36,0.776
0.84,-0.35,0.3,36,0.776
0.82,-0.48,0.37,36,0.779
0.86,-0.32,0.24,36,0.779
0.87,-0.43,0.27,36,0.779
0.87,-0.41,0.3,36,0.779
0.89,-0.38,0.27,36,0.781
0.88,-0.36,0.33,36,0.784
0.87,-0.35,0.33,36,0.784
0.87,-0.35,0.33,36,0.786
0.87,-0.37,0.32,36,0.786
0.87,-0.37,0.32,36,0.789
0.84,-0.37,0.33,36,0.792
0.87,-0.37,0.33,36,0.792
0.85,-0.36,0.31,36,0.792
0.86,-0.37,0.32,36,0.794
0.87,-0.37,0.31,36,0.8
0.86,-0.37,0.33,36,0.8
0.84,-0.36,0.3,36,0.8
0.88,-0.37,0.31,36,0.808
0.86,-0.37,0.31,36,0.808
0.87,-0.38,0.32,36,0.81
0.83,-0.35,0.3,36,0.818
0.87,-0.37,0.32,36,0.824
0.87,-0.37,0.31,36,0.824
0.87,-0.37,0.31,36,0.824
0.87,-0.38,0.32,36,0.824
0.87,-0.37,0.32,36,0.824
0.85,-0.38,0.32,36,0.824
0.88,-0.37,0.32,36,0.824
0.87,-0.36,0.32,36,0.824
0.87,-0.37,0.31,36,0.824
0.86,-0.38,0.33,36,0.824
0.87,-0.37,0.32,36,0.824
0.86,-0.37,0.33,36,0.824
0.88,-0.36,0.32,36,0.826
0.87,-0.37,0.32,36,0.818
0.87,-0.38,0.32,36,0.818
0.86,-0.34,0.33,36,0.818
0.86,-0.35,0.33,36,0.816
0.87,-0.36,0.32,36,0.816
0.87,-0.36,0.33,36,0.81
0.88,-0.35,0.34,36,0.81
0.86,-0.35,0.33,36,0.808
0.87,-0.35,0.32,36,0.808
0.88,-0.35,0.33,36,0.808
0.88,-0.34,0.33,36,0.808
0.87,-0.35,0.33,36,0.802
0.87,-0.34,0.32,36,0.808
0.88,-0.35,0.33,36,0.802
0.87,-0.35,0.32,36,0.802
0.88,-0.35,0.31,36,0.802
0.88,-0.35,0.32,36,0.802
0.87,-0.35,0.32,36,0.8
0.89,-0.34,0.31,36,0.8
